"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"13323","32.133135","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=467337 Ack=3847 Win=404448 Len=16332 TSval=1361523224 TSecr=1361523219","handle"":2,""type"":""undefined"",""text"":""undefined""},{""handle"":16,""type"":""function"",""className"":""Function"",""constructorFunction"":{""ref"":27,""type"":""function"",""name"":""Function"",""inferredName"":""""},""protoObject"":{""ref"":24,""type"":""function"",""name"":""Empty"",""inferre"
"13324","32.133138","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=483669 Ack=3847 Win=404448 Len=16332 TSval=1361523224 TSecr=1361523219","umber"",""value"":5e-324}},{""name"":""NEGATIVE_INFINITY"",""value"":{""ref"":237,""type"":""number"",""value"":null}},{""name"":""name"",""value"":{""ref"":238,""type"":""string"",""value"":""Number""}},{""name"":""prototype"",""value"":{""ref"":234,""type"":""object"",""className"":""Number""}},{""name"
"13325","32.133140","127.0.0.1","127.0.0.1","TCP","196","59640 > 60471 [PSH, ACK] Seq=500001 Ack=3847 Win=404448 Len=140 TSval=1361523224 TSecr=1361523219","ef"":24,""type"":""function"",""name"":""Empty"",""inferredName"":"""",""scriptId"":1},""prototypeObject"":{""ref"":2,""type"":""undefined""},""name"":""isNaN"",""infer"
"13326","32.133152","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=467337 Win=463584 Len=0 TSval=1361523224 TSecr=1361523224",""
"13327","32.133160","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=500001 Win=430912 Len=0 TSval=1361523224 TSecr=1361523224",""
"13328","32.133163","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=500141 Win=430784 Len=0 TSval=1361523224 TSecr=1361523224",""
"13329","32.134610","127.0.0.1","127.0.0.1","TCP","110","59640 > 60471 [PSH, ACK] Seq=500141 Ack=3847 Win=404448 Len=54 TSval=1361523225 TSecr=1361523224","redName"":"""",""resolved"":true,""source"":""function isNaN()"
"13330","32.134647","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=500195 Win=430720 Len=0 TSval=1361523225 TSecr=1361523225",""
"13363","32.170393","127.0.0.1","127.0.0.1","TCP","7734","59640 > 60471 [PSH, ACK] Seq=500195 Ack=3847 Win=404448 Len=7678 TSval=1361523258 TSecr=1361523225"," { [native code] }"",""script"":{""ref"":56},""scriptId"":4,""position"":818,""line"":95,""column"":20,""properties"":[{""name"":""name"",""value"":{""ref"":280,""type"":""string"",""value"":""isNaN""}},{""name"":""length"",""value"":{""ref"":33,""type"":""number"",""value"":1}},{""name"":""arguments"","
"13364","32.170413","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=3847 Ack=507873 Win=423040 Len=0 TSval=1361523258 TSecr=1361523258",""
"13365","32.174281","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=3847 Ack=507873 Win=423040 Len=14 TSval=1361523261 TSecr=1361523258","Content-Length"
"13366","32.174311","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=507873 Ack=3861 Win=404416 Len=0 TSval=1361523261 TSecr=1361523261",""
"13367","32.174322","127.0.0.1","127.0.0.1","TCP","200","60471 > 59640 [PSH, ACK] Seq=3861 Ack=507873 Win=423040 Len=144 TSval=1361523261 TSecr=1361523261",":136\\r\\n\\r\\n{""seq"":34,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""this;"",""inlineRefs"":true,""global"":true}}"
"13368","32.174328","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=507873 Ack=4005 Win=404288 Len=0 TSval=1361523261 TSecr=1361523261",""
"13369","32.175442","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=507873 Ack=4005 Win=404288 Len=21 TSval=1361523262 TSecr=1361523261","Content-Length: 392\\r\\n"
"13370","32.175465","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4005 Ack=507894 Win=423008 Len=0 TSval=1361523262 TSecr=1361523262",""
"13371","32.214054","127.0.0.1","127.0.0.1","TCP","450","59640 > 60471 [PSH, ACK] Seq=507894 Ack=4005 Win=404288 Len=394 TSval=1361523300 TSecr=1361523262","\\r\\n{""seq"":38,""request_seq"":34,""type"":""response"",""command"":""evaluate"",""success"":true,""body"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""inferredName"":""""},""protoObject"":{""ref"":3,""type"""
"13372","32.214102","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4005 Ack=508288 Win=422624 Len=0 TSval=1361523300 TSecr=1361523300",""
"13373","32.214823","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4005 Ack=508288 Win=422624 Len=14 TSval=1361523300 TSecr=1361523300","Content-Length"
"13374","32.214843","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=508288 Ack=4019 Win=404256 Len=0 TSval=1361523300 TSecr=1361523300",""
"13375","32.214849","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=4019 Ack=508288 Win=422624 Len=1 TSval=1361523300 TSecr=1361523300",":"
"13376","32.214859","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=508288 Ack=4020 Win=404256 Len=0 TSval=1361523300 TSecr=1361523300",""
"13377","32.214865","127.0.0.1","127.0.0.1","TCP","62","60471 > 59640 [PSH, ACK] Seq=4020 Ack=508288 Win=422624 Len=6 TSval=1361523300 TSecr=1361523300","93\\r\\n\\r\\n"
"13378","32.214870","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=508288 Ack=4026 Win=404256 Len=0 TSval=1361523300 TSecr=1361523300",""
"13379","32.214875","127.0.0.1","127.0.0.1","TCP","149","60471 > 59640 [PSH, ACK] Seq=4026 Ack=508288 Win=422624 Len=93 TSval=1361523300 TSecr=1361523300","{""seq"":35,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[3],""inlineRefs"":false}}"
"13380","32.214880","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=508288 Ack=4119 Win=404160 Len=0 TSval=1361523300 TSecr=1361523300",""
"13381","32.225053","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=508288 Ack=4119 Win=404160 Len=22 TSval=1361523310 TSecr=1361523300","Content-Length: 2804\\r\\n"
"13382","32.225087","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4119 Ack=508310 Win=422592 Len=0 TSval=1361523310 TSecr=1361523310",""
"13383","32.262291","127.0.0.1","127.0.0.1","TCP","2862","59640 > 60471 [PSH, ACK] Seq=508310 Ack=4119 Win=404160 Len=2806 TSval=1361523347 TSecr=1361523310","\\r\\n{""seq"":39,""request_seq"":35,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""3"":{""handle"":3,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":4},""prototypeObject"":{""ref"":2},""properties"":[{""name"":""con"
"13384","32.262321","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4119 Ack=511116 Win=419808 Len=0 TSval=1361523347 TSecr=1361523347",""
"13528","36.869392","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4119 Ack=511116 Win=419808 Len=14 TSval=1361527926 TSecr=1361523347","Content-Length"
"13529","36.869467","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=511116 Ack=4133 Win=404160 Len=0 TSval=1361527926 TSecr=1361527926",""
"13530","36.869485","127.0.0.1","127.0.0.1","TCP","159","60471 > 59640 [PSH, ACK] Seq=4133 Ack=511116 Win=419808 Len=103 TSval=1361527926 TSecr=1361527926",":96\\r\\n\\r\\n{""seq"":36,""type"":""request"",""command"":""continue"",""arguments"":{""stepaction"":""next"",""stepcount"":1}}"
"13531","36.869494","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=511116 Ack=4236 Win=404064 Len=0 TSval=1361527926 TSecr=1361527926",""
"13532","36.873004","127.0.0.1","127.0.0.1","TCP","432","59640 > 60471 [PSH, ACK] Seq=511116 Ack=4236 Win=404064 Len=376 TSval=1361527929 TSecr=1361527926","Content-Length: 96\\r\\n\\r\\n{""seq"":40,""request_seq"":36,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}Content-Length: 235\\r\\n\\r\\n{""seq"":41,""type"":""event"",""event"":""break"",""body"":{""invocationText"":""[anonymous]()"",""sourceLine"":51,""sourceC"
"13533","36.873029","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4236 Ack=511492 Win=419424 Len=0 TSval=1361527929 TSecr=1361527929",""
"13534","36.873666","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4236 Ack=511492 Win=419424 Len=14 TSval=1361527929 TSecr=1361527929","Content-Length"
"13535","36.873702","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=511492 Ack=4250 Win=404032 Len=0 TSval=1361527929 TSecr=1361527929",""
"13536","36.873714","127.0.0.1","127.0.0.1","TCP","144","60471 > 59640 [PSH, ACK] Seq=4250 Ack=511492 Win=419424 Len=88 TSval=1361527929 TSecr=1361527929",":81\\r\\n\\r\\n{""seq"":37,""type"":""request"",""command"":""backtrace"",""arguments"":{""inlineRefs"":true}}"
"13537","36.873721","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=511492 Ack=4338 Win=403936 Len=0 TSval=1361527929 TSecr=1361527929",""
"13538","36.882305","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=511492 Ack=4338 Win=403936 Len=22 TSval=1361527937 TSecr=1361527929","Content-Length: 5038\\r\\n"
"13539","36.882325","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4338 Ack=511514 Win=419392 Len=0 TSval=1361527937 TSecr=1361527937",""
"13540","36.919921","127.0.0.1","127.0.0.1","TCP","5096","59640 > 60471 [PSH, ACK] Seq=511514 Ack=4338 Win=403936 Len=5040 TSval=1361527973 TSecr=1361527937","\\r\\n{""seq"":42,""request_seq"":37,""type"":""response"",""command"":""backtrace"",""success"":true,""body"":{""fromFrame"":0,""toFrame"":4,""totalFrames"":4,""frames"":[{""type"":""frame"",""index"":0,""receiver"":{""ref"":1,""type"":""object"",""className"":""global""},""func"":{""ref"":0,""type"":""f"
"13541","36.919940","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4338 Ack=516554 Win=414368 Len=0 TSval=1361527973 TSecr=1361527973",""
"13574","37.475776","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4338 Ack=516554 Win=414368 Len=14 TSval=1361528524 TSecr=1361527973","Content-Length"
"13575","37.475802","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=516554 Ack=4352 Win=403936 Len=0 TSval=1361528524 TSecr=1361528524",""
"13576","37.475814","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=4352 Ack=516554 Win=414368 Len=1 TSval=1361528524 TSecr=1361528524",":"
"13577","37.475819","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=516554 Ack=4353 Win=403936 Len=0 TSval=1361528524 TSecr=1361528524",""
"13578","37.475823","127.0.0.1","127.0.0.1","TCP","58","60471 > 59640 [PSH, ACK] Seq=4353 Ack=516554 Win=414368 Len=2 TSval=1361528524 TSecr=1361528524","93"
"13579","37.475829","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=516554 Ack=4355 Win=403936 Len=0 TSval=1361528524 TSecr=1361528524",""
"13580","37.475839","127.0.0.1","127.0.0.1","TCP","60","60471 > 59640 [PSH, ACK] Seq=4355 Ack=516554 Win=414368 Len=4 TSval=1361528524 TSecr=1361528524","\\r\\n\\r\\n"
"13581","37.475846","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=516554 Ack=4359 Win=403936 Len=0 TSval=1361528524 TSecr=1361528524",""
"13582","37.475855","127.0.0.1","127.0.0.1","TCP","149","60471 > 59640 [PSH, ACK] Seq=4359 Ack=516554 Win=414368 Len=93 TSval=1361528524 TSecr=1361528524","{""seq"":38,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[1],""inlineRefs"":false}}"
"13583","37.475861","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=516554 Ack=4452 Win=403840 Len=0 TSval=1361528524 TSecr=1361528524",""
"13584","37.480839","127.0.0.1","127.0.0.1","TCP","2141","59640 > 60471 [PSH, ACK] Seq=516554 Ack=4452 Win=403840 Len=2085 TSval=1361528528 TSecr=1361528524","Content-Length: 2061\\r\\n\\r\\n{""seq"":43,""request_seq"":38,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""1"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":3},""prototypeObject"":{""ref"":2},""p"
"13585","37.480862","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4452 Ack=518639 Win=412256 Len=0 TSval=1361528528 TSecr=1361528528",""
"13586","37.481345","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4452 Ack=518639 Win=412256 Len=14 TSval=1361528528 TSecr=1361528528","Content-Length"
"13587","37.481363","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=518639 Ack=4466 Win=403808 Len=0 TSval=1361528528 TSecr=1361528528",""
"13588","37.481372","127.0.0.1","127.0.0.1","TCP","168","60471 > 59640 [PSH, ACK] Seq=4466 Ack=518639 Win=412256 Len=112 TSval=1361528528 TSecr=1361528528",":104\\r\\n\\r\\n{""seq"":39,""type"":""request"",""command"":""scope"",""arguments"":{""number"":0,""frameNumber"":0,""inlineRefs"":true}}"
"13589","37.481377","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=518639 Ack=4578 Win=403712 Len=0 TSval=1361528528 TSecr=1361528528",""
"13590","37.520868","127.0.0.1","127.0.0.1","TCP","79","59640 > 60471 [PSH, ACK] Seq=518639 Ack=4578 Win=403712 Len=23 TSval=1361528566 TSecr=1361528528","Content-Length: 77894\\r\\n"
"13591","37.520893","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4578 Ack=518662 Win=412256 Len=0 TSval=1361528566 TSecr=1361528566",""
"13592","37.531261","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=518662 Ack=4578 Win=403712 Len=16332 TSval=1361528575 TSecr=1361528566","\\r\\n{""seq"":44,""request_seq"":39,""type"":""response"",""command"":""scope"",""success"":true,""body"":{""type"":0,""index"":0,""frameIndex"":0,""object"":{""handle"":44,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""infer"
"13593","37.531269","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=534994 Ack=4578 Win=403712 Len=16332 TSval=1361528575 TSecr=1361528566","alue"":{""ref"":2,""type"":""undefined""}},{""name"":""bubbleParent"",""value"":{""ref"":107,""type"":""boolean"",""value"":true}},{""name"":""transform"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundGradient"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundD"
"13594","37.531272","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=551326 Ack=4578 Win=403712 Len=16332 TSval=1361528575 TSecr=1361528566","ative code] }""},{""handle"":70,""type"":""object"",""className"":""Label"",""constructorFunction"":{""ref"":179,""type"":""function"",""name"":""Label"",""inferredName"":""""},""protoObject"":{""ref"":180,""type"":""object"",""className"":""Object""},""prototypeObject"":{""ref"":2,""type"":""undefin"
"13595","37.531280","127.0.0.1","127.0.0.1","TCP","16388","59640 > 60471 [ACK] Seq=567658 Ack=4578 Win=403712 Len=16332 TSval=1361528575 TSecr=1361528566","undefined""}},{""name"":""attributedString"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundImage"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""accessibilityLabel"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""maxLines"",""value"":{""ref"":2,""type"":""un"
"13596","37.531286","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4578 Ack=551326 Win=379584 Len=0 TSval=1361528575 TSecr=1361528575",""
"13597","37.531290","127.0.0.1","127.0.0.1","TCP","12624","59640 > 60471 [PSH, ACK] Seq=583990 Ack=4578 Win=403712 Len=12568 TSval=1361528575 TSecr=1361528566","me"":""backgroundFocusedImage"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""height"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""translationX"",""value"":{""ref"":2,""type"":""undefined""}},{""name"":""backgroundPadding"",""value"":{""ref"":2,""type"":""undefined""}},{""name"
"13598","37.531297","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4578 Ack=583990 Win=346912 Len=0 TSval=1361528575 TSecr=1361528575",""
"13599","37.531305","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4578 Ack=596558 Win=334336 Len=0 TSval=1361528575 TSecr=1361528575",""
"13600","37.535283","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4578 Ack=596558 Win=334336 Len=14 TSval=1361528579 TSecr=1361528575","Content-Length"
"13601","37.535312","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596558 Ack=4592 Win=403680 Len=0 TSval=1361528579 TSecr=1361528579",""
"13602","37.535321","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=4592 Ack=596558 Win=334336 Len=1 TSval=1361528579 TSecr=1361528579",":"
"13603","37.535325","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596558 Ack=4593 Win=403680 Len=0 TSval=1361528579 TSecr=1361528579",""
"13604","37.535338","127.0.0.1","127.0.0.1","TCP","61","60471 > 59640 [PSH, ACK] Seq=4593 Ack=596558 Win=334336 Len=5 TSval=1361528579 TSecr=1361528579","136\\r\\n"
"13605","37.535347","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596558 Ack=4598 Win=403680 Len=0 TSval=1361528579 TSecr=1361528579",""
"13606","37.535355","127.0.0.1","127.0.0.1","TCP","194","60471 > 59640 [PSH, ACK] Seq=4598 Ack=596558 Win=334336 Len=138 TSval=1361528579 TSecr=1361528579","\\r\\n{""seq"":40,""type"":""request"",""command"":""evaluate"",""arguments"":{""disable_break"":true,""expression"":""this;"",""inlineRefs"":true,""global"":true}}"
"13607","37.535359","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596558 Ack=4736 Win=403552 Len=0 TSval=1361528579 TSecr=1361528579",""
"13608","37.542059","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=596558 Ack=4736 Win=403552 Len=21 TSval=1361528585 TSecr=1361528579","Content-Length: 392\\r\\n"
"13609","37.542085","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4736 Ack=596579 Win=334336 Len=0 TSval=1361528585 TSecr=1361528585",""
"13610","37.573979","127.0.0.1","127.0.0.1","TCP","450","59640 > 60471 [PSH, ACK] Seq=596579 Ack=4736 Win=403552 Len=394 TSval=1361528616 TSecr=1361528585","\\r\\n{""seq"":45,""request_seq"":40,""type"":""response"",""command"":""evaluate"",""success"":true,""body"":{""handle"":1,""type"":""object"",""className"":""global"",""constructorFunction"":{""ref"":26,""type"":""function"",""name"":""Object"",""inferredName"":""""},""protoObject"":{""ref"":3,""type"""
"13611","37.574010","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4736 Ack=596973 Win=333952 Len=0 TSval=1361528616 TSecr=1361528616",""
"13612","37.574704","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4736 Ack=596973 Win=333952 Len=14 TSval=1361528616 TSecr=1361528616","Content-Length"
"13613","37.574730","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596973 Ack=4750 Win=403520 Len=0 TSval=1361528616 TSecr=1361528616",""
"13614","37.574742","127.0.0.1","127.0.0.1","TCP","156","60471 > 59640 [PSH, ACK] Seq=4750 Ack=596973 Win=333952 Len=100 TSval=1361528616 TSecr=1361528616",":93\\r\\n\\r\\n{""seq"":41,""type"":""request"",""command"":""lookup"",""arguments"":{""handles"":[3],""inlineRefs"":false}}"
"13615","37.574748","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=596973 Ack=4850 Win=403424 Len=0 TSval=1361528616 TSecr=1361528616",""
"13616","37.579370","127.0.0.1","127.0.0.1","TCP","78","59640 > 60471 [PSH, ACK] Seq=596973 Ack=4850 Win=403424 Len=22 TSval=1361528621 TSecr=1361528616","Content-Length: 2804\\r\\n"
"13617","37.579402","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4850 Ack=596995 Win=333920 Len=0 TSval=1361528621 TSecr=1361528621",""
"13618","37.622178","127.0.0.1","127.0.0.1","TCP","2862","59640 > 60471 [PSH, ACK] Seq=596995 Ack=4850 Win=403424 Len=2806 TSval=1361528663 TSecr=1361528621","\\r\\n{""seq"":46,""request_seq"":41,""type"":""response"",""command"":""lookup"",""success"":true,""body"":{""3"":{""handle"":3,""type"":""object"",""className"":""Object"",""constructorFunction"":{""ref"":26},""protoObject"":{""ref"":4},""prototypeObject"":{""ref"":2},""properties"":[{""name"":""con"
"13619","37.622204","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4850 Ack=599801 Win=331104 Len=0 TSval=1361528663 TSecr=1361528663",""
"13726","39.940711","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4850 Ack=599801 Win=331104 Len=14 TSval=1361530959 TSecr=1361528663","Content-Length"
"13727","39.940742","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=599801 Ack=4864 Win=403424 Len=0 TSval=1361530959 TSecr=1361530959",""
"13728","39.940762","127.0.0.1","127.0.0.1","TCP","61","60471 > 59640 [PSH, ACK] Seq=4864 Ack=599801 Win=331104 Len=5 TSval=1361530959 TSecr=1361530959",":48\\r\\n"
"13729","39.940775","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=599801 Ack=4869 Win=403424 Len=0 TSval=1361530959 TSecr=1361530959",""
"13730","39.940785","127.0.0.1","127.0.0.1","TCP","106","60471 > 59640 [PSH, ACK] Seq=4869 Ack=599801 Win=331104 Len=50 TSval=1361530959 TSecr=1361530959","\\r\\n{""seq"":42,""type"":""request"",""command"":""continue""}"
"13731","39.940792","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=599801 Ack=4919 Win=403360 Len=0 TSval=1361530959 TSecr=1361530959",""
"13732","39.945241","127.0.0.1","127.0.0.1","TCP","76","59640 > 60471 [PSH, ACK] Seq=599801 Ack=4919 Win=403360 Len=20 TSval=1361530962 TSecr=1361530959","Content-Length: 96\\r\\n"
"13733","39.945267","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4919 Ack=599821 Win=331104 Len=0 TSval=1361530962 TSecr=1361530962",""
"13734","39.947285","127.0.0.1","127.0.0.1","TCP","154","59640 > 60471 [PSH, ACK] Seq=599821 Ack=4919 Win=403360 Len=98 TSval=1361530964 TSecr=1361530962","\\r\\n{""seq"":47,""request_seq"":42,""type"":""response"",""command"":""continue"",""success"":true,""running"":true}"
"13735","39.947304","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=4919 Ack=599919 Win=330976 Len=0 TSval=1361530964 TSecr=1361530964",""
"14031","45.828059","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=4919 Ack=599919 Win=330976 Len=14 TSval=1361536715 TSecr=1361530964","Content-Length"
"14032","45.828088","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=599919 Ack=4933 Win=403360 Len=0 TSval=1361536715 TSecr=1361536715",""
"14033","45.828099","127.0.0.1","127.0.0.1","TCP","201","60471 > 59640 [PSH, ACK] Seq=4933 Ack=599919 Win=330976 Len=145 TSval=1361536715 TSecr=1361536715",":137\\r\\n\\r\\n{""seq"":43,""type"":""request"",""command"":""setbreakpoint"",""arguments"":{""line"":58,""column"":0,""type"":""script"",""enabled"":true,""target"":""app.js""}}"
"14034","45.828106","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=599919 Ack=5078 Win=403200 Len=0 TSval=1361536715 TSecr=1361536715",""
"14035","45.833637","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=599919 Ack=5078 Win=403200 Len=21 TSval=1361536720 TSecr=1361536715","Content-Length: 119\\r\\n"
"14036","45.833655","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5078 Ack=599940 Win=330976 Len=0 TSval=1361536720 TSecr=1361536720",""
"14037","45.834153","127.0.0.1","127.0.0.1","TCP","887","59640 > 60471 [PSH, ACK] Seq=599940 Ack=5078 Win=403200 Len=831 TSval=1361536720 TSecr=1361536720","\\r\\n{""seq"":49,""type"":""event"",""event"":""scriptCollected"",""success"":true,""body"":{""script"":{""id"":37}},""refs"":[],""running"":true}Content-Length: 119\\r\\n\\r\\n{""seq"":50,""type"":""event"",""event"":""scriptCollected"",""success"":true,""body"":{""script"":{""id"":38}},""refs"":[],"""
"14038","45.834176","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5078 Ack=600771 Win=330144 Len=0 TSval=1361536720 TSecr=1361536720",""
"14039","45.834717","127.0.0.1","127.0.0.1","TCP","300","59640 > 60471 [PSH, ACK] Seq=600771 Ack=5078 Win=403200 Len=244 TSval=1361536721 TSecr=1361536720","Content-Length: 221\\r\\n\\r\\n{""seq"":48,""request_seq"":43,""type"":""response"",""command"":""setbreakpoint"",""success"":true,""body"":{""type"":""scriptName"",""breakpoint"":4,""script_name"":""app.js"",""line"":58,""column"":0,""actual_locations"":[]},""refs"":[],""running"":true}"
"14040","45.834737","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5078 Ack=601015 Win=329888 Len=0 TSval=1361536721 TSecr=1361536721",""
"14107","47.565247","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=5078 Ack=601015 Win=329888 Len=14 TSval=1361538445 TSecr=1361536721","Content-Length"
"14108","47.565281","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601015 Ack=5092 Win=403200 Len=0 TSval=1361538445 TSecr=1361538445",""
"14109","47.565296","127.0.0.1","127.0.0.1","TCP","60","60471 > 59640 [PSH, ACK] Seq=5092 Ack=601015 Win=329888 Len=4 TSval=1361538445 TSecr=1361538445",":137"
"14110","47.565307","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601015 Ack=5096 Win=403200 Len=0 TSval=1361538445 TSecr=1361538445",""
